Review ID,Review Text
1495,"This class was the best online course I've ever taken! I'm a beginner programmer, and felt like I was challenged at a beginner level. The teachers are excellent and so are the assignments. I'd recommend this course to everyone!"
1496,Great Course. Easy to follow for beginners but still complex enough that experienced programmers can benefit. The mini-projects are especially good for putting the programming concepts into practical application. Good Job!
1497,"fantastic! The teachers are so lovely！
It's really easy to get started on Python. We don't need to spend time install any software.
I spend 2-3 hours a day working on this and I really enjoy it. I think I have learnt a lot!"
1498,"Great class with very engaged and enthusiastic teachers. They get you up and running making games, and by the end of the course you make some pretty cool stuff. I learned a lot and would definitely recommend this course."
1499,"This is an excellent course, very well organized, carefully paced, the teachers make sure at every step that you have all the elements you need to be able to fully understand and complete each program. Highly recommended."
1500,"Great course to get you started in Python. By using games to teach the fundamentals, the instructors make digesting the information much more fun. Great pace and complex topics broken down into easy to understand chunks."
1501,"This course helped me out a lot. I had no prior knowledge of programming but with the help of the excellent instructors and the well structured content, I quickly caught up and am able to at least keep my head above the water."
1502,"Amazing course! Really good teachers, very complete content and it always feels fun to work in the course. However, fun as it is, it's the course that has successfully taught me the most in programming so far. Truly amazing job!!"
1503,"Excellent beginner course. Focus is on games, and that won't be the focus of most students but it makes it easier to visualize what is going on compared to most other types of projects, which is very helpful in the beginning."
1504,"An excellent course which takes you through the basics of programming through building an interactive application, namely, a game of pong. The course is well-structured and the assignments are challenging and useful to complete."
1505,"This course has a good approach to learning, you will learn python step by step. Learn the theory, then do project, then repeat. The project is fun too because most of it are games! The instructor are fun in its own way too :)"
1506,"This course helped me in my beginning of programming journey and i will always be grateful for it.
Professors, you are awesome, Thank You very much for your hard work. It was a great pleasure to be your student.
Cheers!"
1507,"this course is very very very great and amazing. after finishing all the contents, I even could make a great game, that give me a big confidence. and also, through reviewing peer, my English writing has improved fastly."
1508,I've learned so much from this class. I cannot say enough good things about what i've learned. The professors make these concepts easy to grasp and the organization is great. It has been a worthwhile investment all around!
1509,"The course was really great. Both Joe and Scott taught really well, and covered the basic concepts of Python.

CodeSkulptor is such a great tool and kudos to Scott for building it, even if he had to have fun with Javascript ;)"
1510,"I almost didn't know anything about programming at the beginning. But following the mini-projects, I realized that I have learned a lot!

Thanks to the professors for making this course available for everybody!"
1511,"The class is great. Actually, it is the first time that I be in a class fully taught by teachers not in my mother tough. It gives me a different and fantastic experience. I am more interested in programming now."
1512,"Great course for both novice and senior programmers who wish to learn Python.

Creating games is an amazing way to learn.

Both Joe and Scott are GREAT instructors. I'd be happy to learn anything anyday from them."
1513,"Excellent class. The videos, quizzes and mini-projects were smartly design to convey Python's features in and clear, simple, yet useful way. I defensively recommend this class as a worthy introduction to Python."
1514,"This was a great experience, I learn the basis to start programming python and actually, now I'm writing code that is helping me in my job. They are really good teachers and the code skulptor is an awesome tool."
1515,"I truly enjoyed this class. I'm a beginner with programming and I found the class so well organized, challenging, rewarding and fun. The teachers were so professional and they made the subject so inspiring! Thank you!"
1516,Awesome coarse. A must have coarse to take if you are intermediate programmer and want to come back and pick things up quickly on how things are done in Python. This is how a coarse should be taught online remotely.
1517,"Great progression on both Python syntax, coding concepts, and GUI techniques.

This is probably the most fun course I ever had in coding. I wish my professors were like these guys back when I went to college."
1518,"Excellent class with great instructors, and they do a very good job of communicating the ideas and knowledge. There are a few weeks where the leap in knowledge is pretty hard, but there are many resources to help out."
1519,"a great class!

videos are easy to undestand and the staff really aid us a lot on the proyects!

I had never made a single line of phyton code until the class... and I made some awesome games thanks to them!"
1520,"Great class. Highly recommended for anyone who wants to get into programming or want to learn more about Python. Great course structure, fun assignments. Go and sign up for the next one. Now. you won't regret it."
1521,"Great course! In nine weeks, we learned lot of things, but in the same time it was fun and interestting. Thanks to teachers, it was really hard work behind project! I'm waiting for the next course from this great team !"
1522,Excellent class if you want to learn the basics of python or interactive game programming. The projects are well structured and fun. The lectures are very informative and often a giggle to watch. Highly recommended.
1523,"Is difficult to improve this course, each week was a personal (game) challenge, each peer review an oportunity to debug my own code... and overall the feeling of a suited combination of work, learning and enjoy."
1524,"Amazing work by Joe and Scott. Highly recommend this class to anyone 9 - 90 years old, novice to experienced programmer! Loved the projects and loved the quizzes and videos. Very very well done. Excellent class!"
1525,"Fantastic class. Highly recommended for everyone who wants to learn Python, learn about event driven programming, and OO programming. Professors make it easy so beginners can also take it with a reasonable effort."
1526,"The best online class I have taken so far, and I've taken many. The professors are amazing, they really worked hard to make it fun and interesting. Not too hard, but not too easy, I would recommend it to everyone."
1527,"As an experienced programmer this whas the perfect kickstart to learning Python (in which I had no experience at all). Teaching was fun, projects were fun and I feel comfortable taking it to the next level now..."
1528,This is a great class for beginners and experienced programmers alike. The instructors make the class fun and the projects are all game related which makes learning the concepts fun as well. Definitely recommended.
1529,"Great class, fun and easy style of instruction while providing a lot of information. I have done linear programming for a number of years but finally learned the concepts required to do OOPs and game style programming."
1530,"This class was really fun. I learned a lot about programming, but what made it really great was working on fun projects. The instructors' enthusiasm made me all the more excited to see the projects all the way through!"
1531,"This was a great class. The professors obviously put a great deal of effort into creating the class. The lectures were very helpful. The assignments were challenging but also fun.

I'd recommend this class to anyone."
1532,"Excellent class. The teachers are great and you can learn a lot of interesting and useful things about interactive programming in this course.

I've had a lot of fun programming those games(weekly mini-projects)."
1533,"Well organized, interesting projects and web based tool (resolves issues with getting setup/started programming) really made for an enjoyable class. Interesting to evaluate others implementations of the projects."
1534,"Great class! Initially, I thought there was no way I'd be able to produce the projects that were assigned, but the instructors did an excellent job introducing the concepts and walking you through what needs to be done."
1535,Fantastic class! The instructors were funny and engaging. I went from being a programming newbie to writing interactive games. I loved it and would recommend this class to anyone interested in learning how to program.
1536,"This class was fun and informative. I have a little programming experience, but I had never worked with graphical user interfaces until now, and this class introduced what I needed to know in a very engaging way."
1537,Very good class to learn the basics of python and gain some gui experience. They supply the core of the programs so you don't feel lost or that you have no place to start. I really enjoyed it and learned a lot!
1538,excellent class.Enthusiastic and very entertaining professors. Achievable and very interesting projects really motivated me to keep on track. Plus a guest star from The Big Bang Theory! What more could you want!
1539,"Great Class! I had tried a couple introductory programming classes before and I have to say this is the best. Great teachers and fun projects. If you want to start learning to program, take this course. Period."
1540,"This class far exceeded my expectations. I was pretty much a complete beginner in programming when I started and looking back, I am so amazed and proud how much I've learned, all thanks to the professors of this course."
1541,Wonderful course. Pedagogy is great and teachers highly committed. A great experience. Those with little or no experience of programming before taking the course will really get a sense of achievement after taking it.
1542,Thank you all professors for your fantastic class. Even I started to learn programming for years but this is the 1st class that inspired me a lot. I'm really enjoy doing the project. This class is really fantastic.
1543,This was a very well thought-out course. The CodeSkulptor environment made it possible for a vast number of students on a multitude of platforms to successfully complete their projects and assess one another's work.
1544,Great class! The videos didn't take a lot of time and were both educational and entertaining and the programming tasks were well scheduled and most of all fun. It was really a pleasure to be a student of this course.
1545,Great class! Learned the basics of programming in python and designing object oriented games. The profs were very involved and great at explaining tricky concepts. Definitely would recommend this class to others.
1546,"In the past I have taken programming courses in other languages, but this one sticks out as one of the best. The material is explained very good by the instructors and the home work and execisses are well arranged."
1547,"I would highly recommend class to people with no or little programming background, as well to people who want to learn Python language. Nice videos, excellent support, good explanations with examples. Keep it up!"
1548,"I had not taken a programming course in close to 40 years, so my skills were rusty, to say the least. This course was a terrific reintroduction to computer programming. The class is well worth the time and effort."
1549,"Excellent class! This has been very helpful in quickly learning Python and the teachers are amazing and very good teaching skills.

I would highly recommend this class to anyone who is interested in learning Python."
1550,Probably one of the most fun courses I've taken on top of its high educational quality. Instructors' enthusiasm for the course and their playfulness were also good motivating factors. I will really miss this course.
1551,"A very recommendable course for begin in programming

The course has a lot of material for help in mini projects and forum has a lot of posts that help in the course.

I enjoyed all the mini projects and the videos"
1552,It was very well done. I do feel like the last 2 weeks rampped up the difficulty very much to where i needed a lot of extra help from the forums finishing the projects. However until then the class was on a nice pace.
1553,There cannot be anything better than this class. Learning and fun together is the best way to put lazy people like me learn stuffs that are important to succeed in coming future. Just loved the way they teach!!
1554,"It's perfect for somebody with no background in programming!

Teachers explanations are great! A lot of good programming techniques are described!

I think everybody who want to can finish the course successfully."
1555,I have never seen such a well organized class ! It is so rewarding that i have continuously worked 10-12 hours to chase my projects without feeling tired. Thanks you very much professors for deigning this course.
1556,"The course is good in terms of Content , Organization and Teaching.The Instructors are indeed excellent and assignments helps us learn the concepts taught in the class very well.

Thanks for providing us a great course"
1557,"Wonderful course, the professors are pretty damn good. It's not very hard that will make you give up and drop everything but it's not easy either so you have to think a lot. Hope to see more content in the future"
1558,"Enjoyed course, learned a lot. I would recommend . Game oriented as compared to scientific or business applications. Very intense for into class, but that is good as you are encouraged to learn to your limit."
1559,"This is the third programming mooc that I take and the first that I have finished (I have finished other moocs before, just not programming related ones). The content was well organized and the teachers were charming."
1560,"It's a funny way to learn how to program in Python, even if you don't like programming (I don't).
It was a very nice experience. The instructors are great and they make it so easy and funny.
Very recommendable."
1561,Completed part 1 and 2 on Coursera. Joe and Scott exhibit energy and enthusiasm while teaching. This held my attention and made it fun. Highly recommend this to others with no previous programming experience.
1562,"This is an excellent course for a beginner. The course materials are great, the exams are challenging, the mini-projects are fun and progressively difficult, and the teaching staff is wonderful. A+ for this course!"
1563,"Great course with superb instructors. It provided the necessary structure and motivation to get me over the hump of getting semi-literate in Python. And, I got to learn how to write object-oriented programs as well."
1564,"Great! Highly recommended.
Well structured, engaging & and a good intro to the subject.
I especially liked that we were wrting games, the personalites
of Joe & Scott and the ease of the codeskulptor environment."
1565,"This is a excellent course in learning game programming in python.
Although SimpleGUI is not available as a package in desktop python, the skills learnt are easily transferable to python GUI models.
Highly recommended."
1566,"Very pleasant and full of knowledge course.
I knew a few new things, but I have some experience in this field.
I recommend to all beginners and junior experts.
Continued success teachers and prospective students."
1567,Excellent course. I learned a lot about many aspects of Python. Scientific programming is my main goal but this will help. Definitely a text book companion is advisable. Congratulations to everybody for a fine course.
1568,I really enjoyed this course and am planning on doing the whole specialization on Coursera through Rice University. The material was well presented and paced. I feel like I have a pretty strong grasp of the material.
1569,I really enjoyed the approach of the course. Using games to learn code is motivating. The teachers are execellent. The lectures have higher quality and is more motivational than the ones I had on the university.
1570,"This is a great course and I loved it! At times it is quite difficult but that is when you are actually learning to become a coder.
I would recommend it to all who want to go in the direction of python programming."
1571,"Great class, especially for beginners. The amount of work can be overwhelming, however if you budget your time well, you should be able to finish this. The instructors were fantastic and alot of fun. Great stuff."
1572,"Amazing class. I came into it with only a basic idea of how coding works and now I can write fully working games. Class was fun and the flow was perfect. Joe, Scott, and the rest of the instructors were just terrific."
1573,"This course helps a lot to learn the basics of programming through games development. It is well structured and the problems are good guided, you are not going to get stuck in the middle of nowhere. 100% recommendable."
1574,"I definitely learned a lot and gained much confidence through this class. Before I taking this class, my programming skill was poor. Now I'm able to work out all the projects on my own and make myself feel pride."
1575,This class is amazing. It's not just about concepts and endless lectures. It's hands on and interesting. The teaching team is very supportive in giving feedbacks and helping solving problems. I loved this course.
1576,This course was fantastic. The homework and quizzes are perfect in this class. I strongly recommend this course to other people and students. The instructors are great in teaching and also they are knowledgeable.
1577,"Fantastic course, games as projects kept me interested throughout and lecturers were superb! You could see that they are really passionate and care and that makes you so much more committed in completing the course!"
1578,"Thoroughly enjoyed this course! It's been 10 years since I last tried to learn coding and managed to get all the tasks done, with help from the forums and stackoverflow. I will take more courses after this one!"
1579,"This was a great class, I'm glad my dad recommended it. Perfect for beginners in coding or intermediates like myself who have taken a course before. I learned Python and I now feel comfortable with it."
1580,"Awesome professors presenting excellent entertaining material. I was hooked!

This course was a fantastic introduction to Python OO.

I will definitely subscribe to future courses run by the professors."
1581,This as been an excellent class. I'm personally got addicted to it by spending numerous hours coding. I've learned a great deal while in this class and appreciate the work that the instructors have put fourth.
1582,I really enjoyed this course. The mini projects were both fun and informative. Highly recommended. Suitable for beginners but also useful to experienced programmers who want an introduction to Python.
1583,"I liked the stuff so much, they have a great skills to deliver the content and handle the whole course with assignment and mini-project in a great method and also they are funny.. thanks to them so much :-)"
1584,Excellent. The lectures and projects were all very well-thought out and interesting. It was challenging but a great sense of accomplishment to step thru the projects and actually have working games at the end.
1585,"This class is extremely well-taught, clear, concise, and very engaging. The evaluations include projects that rely on programming simple games to help the students engage the material and retain the concepts."
1586,"Great teachers, very well organized, mini-projects were challenging but structured in a methodical way so that anyone that reallly tried could do them. Very satisfying experience for a first time programmer!"
1587,"Excellent. Enthusiastic teachers. They provide very well organized material. The projects are games so you really enjoy see the final product of your hard programming work, so keeps you ultra-motivated."
1588,"This is a very good course for learning the use of gui modules in Python programming. Scott's program, CodeSkulptor, is a useful addition to the learning process for almost any level of programming expertise."
1589,"This class was well organized, highly informative, and quite fun. I'd recommend it to anyone looking to dabble in programming. I especially liked how accessible the codeskulptor tool (and documentation) was."
1590,"The class was taught in a fun and entertaining way by 3 very committed, knowledgeable and passionate teachers which made learning the topic so much easier and rewarding. Thank you to the staff at Rice Uni."
1591,This was an excellent course! I think this was the most organized class I have ever taken. I cannot say enough good stuff about the instructors. If you want to start programming this is an excellent resource.
1592,Course material was fun. The instructors were clear and helpful. I have recommended this course to others already and do so here again. It is fun for most levels of knowledge although geared to beginners.
1593,"Highly recommended for those new to Python. Geeky entertainment as well as interesting projects. It's very approachable for new programmers, and a good recap for those who aren't adept with Python already."
1594,"Excellent class. I would highly recommend it. Joe & Scott present programming principles in a very friendly, easy to digest manner. Especially like the way they don't take themselves too seriously."
1595,Really helpful for newbie and modest programmers.....Learning Python is a great way of starting your programming journey....There is no easier Python learning technique than game building........Enjoy......
1596,The class was really well done. The projects were very educational and fun. I learned a lot by reviewing other students projects. The instructors did a great job. I look forward to another class from Rice.
1597,"The course is excellent I learnt a lot!! You'll be able to create really cool programs

this is one of the projects at the end of the class that I did.

http://www.codeskulptor.org/#user7-n5ssDyo82F-2.py"
1598,An absolutely fantastic course!!! I had no prior programming experience prior to this course; now I am able to program. The course covers many concepts and both Warren and Rixner are gifted instructors.
1599,"Excellent class, with engaging professors and well-structured assignments. There's enough scaffolding to help new programmers along, but enough opportunity to stretch and explore for more experienced students."
1600,"My name is Sergei. I'm from Ukraine. Despite my basic English, there are no obstacles to learn the material. Very high quality, interesting and fun.

A good start to learn object-oriented programming."
1601,You are very likely to enjoy this class and will actually learn to program several cool games. The class is perfect for folks with some (not huge) previous exposure to programming who wants to learn Python.
1602,"Beautiful class , wonderfull teachers. The material was tought in a very intresting way by building games that made me anctious to complete the tasks. On the other hand a certificate would be gladly welcom"
1603,"A very good introduction to python programming class. I enjoy learning it a lot. Thank you Joe Warren, Scott Rixner, John Greiner and Stephen Wong to make this wonderful class and keep it free for everyone."
1604,"Excellent course. I took it to learn how to use python while I already have some programming skills and this was great fun!

These guys and this course rocks!

Thank you guys from Rice University."
1605,Really an amazing course for beginners and enthusiasts of Python. Learning by making video games it is really very funny. Instructors are really good at teaching. I would recommend this course to everybody!!!
1606,It is actually one of the classes that i have enjoyed the most of all my academic career. It is all due to the Professors and the exciting projects. I will miss the Prof. Warren's pranks on Prof. Scott.
1607,"Awesome in every way... I thought i would never enjoy programming, but i enrolled on this class @coursera and it was a brilliant decision... thanks a lot to all professors and coursera team. Merry Christmas :)"
1608,"This class was amazing - I went from knowing nothing to actually programming games, as well as really getting my foot in the door with other computer programming languages. on top of that it was A LOT OF FUN!"
1609,"I had quit university because of a bad timing and personal issues, but after this class, i want to go back and become a really good programmer. Thank you guys! you really inspired me.

Costas Astropekakis"
1610,"Was a fantastic course, have done a few intro to programming classes and codeskulptor & the basic packages built into it, allows a student to get farther, faster than traditional courses. Great class!"
1611,"From not being able to print ""Hello World"" to building Asteroids in 10 weeks. Great introduction to Python programming, great teachers, great community support. Very frustrating but very rewarding."
1612,"Excellent class

The lectures were helpful as well as entertaining. I liked the mini projects where you actually get to build games. The peer assessment was an excellent way to learn by critiquing others"
1613,"Excellent, I'm actually going to miss the stress. I teach kids to program and have learnt loads about how to develop courses that allow students who find programming more difficult to access, thank you."
1614,"I thought it was great (and I've managed other MOOCs, starting way back in the MOO days). My only complaint to the instructors was that I wanted until Sunday evening to complete assignments (an extra day)."
1615,"Great for beginners. Lots of information.

The time consumed thinking about physics or geometry for the games implementations, rather than programming, should be less. Minor importance matter, though."
1616,This is an excellent introduction to Python programming. Joe and Scott are great instructors. The only negative I can think of is that there is no follow-up advanced Python class. Thanks Rice and Coursera!
1617,"Fun and very well presented, I learned a lot and

had small successes every week by making games.

Until this class, I had not even a clue how to make

a game, and now I see how it can be done, by me!"
1618,It is a great class to take. The instructors are very knowledgeable and a joy to listen to. They keep it interesting and fun throughout the class. I have learned a lot from it and I know others have as well.
1619,Anyone with no prior experience can take the class. The idea of building interactive programs really keep you motivated to continue and complete the course. Lectures were enjoyable. 10/10 would recommend.
1620,"Great course! I didn´t expect it to be so good, but it started from the tremendous effort of the teachers, they provide great material for learning and it´s also fun to learn from them! Highly recommended."
1621,Challenging and fun with great content and a good support system. Learned more about programming in 8 weeks than I have in a year of college and would definitely take a course from these instructors again.
1622,"It was a great class. At the begining i feel frustrated because i think i cann´t do the assignments but with the time i started to feel confident that i can do the homework's, even when they get harder."
1623,"A nice and slightly different approach to learning (Python) programming. Since I had some experience in programming, I cannot say just how great this would be to a total beginner, but I enjoyed it a lot."
1624,"Really well thought out class. Dont worry about the pace, if you fall behind just download the videos and finish on your own time. By the end you will start feeling confident in your programming expertise."
1625,"I took this class through Coursera and it was fantastic. After having a hard time learning Python through other means, this class is helped it all make sense. Great instructors and a ton of fun to build games!"
1626,"Take this course. Expend a couple three hours a week; come away with a strong knowledge of Python.

Extra kick is that you will have fun building thought provoking games while learning to program in Python."
1627,"Hi everyone... If you think you can't understand programming at all, take a look at this class. The teachers can really get you hooked throughout the classes and video lectures. You'll get a solid foundation."
1628,"The best programming MOOC I've ever taken.

The professors make this class fun and distill the most important takeaways, so the class is challenging without being too difficult.

Would recommend to anyone"
1629,"its a excellent class with very usefull material and programs... you program games in phyton :)

Es una excelente clase con ejemplos muy útiles al igual que sus herramientas.

programas juegos en python :)"
1630,"After months of painfully slow process working through uninspiring self-driven tutorials, this class was what pushed me over the edge into Python competency. It was interesting, challenging, and elucidating."
1631,Great course structure and excellent professors. I am ready to take another course if Scott Rixner teaches. I highly recommend this course to learn OOP concepts programmatically and some basic GUI programming.
1632,"This is the best course I have seen on the Coursera ! The lecturers are very likeable and optimistic. You can learn a lot by working on quizzes and projects, which will make you excited about programming."
1633,"Wonderful course and instructors. Great teaching material, lot's of training examples. Course structure is built in a way to not only give knowldge but also stimulate logical and mathematical thinking"
1634,A great course! Cannot recommend it more highly. I last programmed in the 1960s in Fortran and Auto Coder. I now know and in two weeks could program in Python. I understand Object-Oriented Programming.
1635,"Great course! Simple but important and in demand subject, brilliant interactive way of learning with lots of fun.
I've got so much pleasure having this course and can recommend it to all who dare to try."
1636,"Great course! Simple but important and in demand subject, brilliant interactive way of learning with lots of fun.
I've got so much pleasure having this course and can recommend it to all who dare to try."
1637,"Very structural, objective-oriented class. The best way to start with programming in Python. Discussion forums are nice, this is really good place to get some help if you stuck or just pick up a discussion."
1638,"I would suggest some formal or informal free offerings before attempting this course. The material and structure is good, but I believe the timeline is much better suited for those with some experience."
1639,"The instructors were very interesting , Trust me if you take this course you'll have excellent programmatic thinking and you'll know many many ideas of mini projects that you'll not find anywhere else."
1640,"Excellent course! It is very interactive and has a lot of content, I am very satisfied with all that I learned. I want to give special thanks to Joe and Scott, you really made those classes really fun"
1641,I really learned a lot in this course. finishing every week with a game to play was fun and reward for keeping the deadlines. the instructors are very likeable what makes it even more fun to watch the videos.
1642,"great jop!! thanks to this course people all over the world including poor people can learn programming. All the teachers are so cute!!! They make the class interesting, think I fall in love with them all."
1643,"1.I think the content is fulfilling and interesting which also improved me a lot. 2.The instructor is nice and patient, and I love them. 3.The Coursera is powerful and mature platform which stands out."
1644,"One of the best MOOC's I have participated on Coursera. Just love the way Joe and Scott teach in an ""interactive"" way!! The idea to introduce programming concepts while getting to build games is brilliant"
1645,"Really enjoyed taking the class. As someone with no previous code experience, I feel this was a great start which equipped me with the knowledge tools, and resources I need to move on with programming.."
1646,The expectations are slightly higher. The lectures can be slightly bigger to get more about concepts.I have faced slight difficulties while writing the codes so a smaller explanation can be given how to write
1647,I had very little prior Python knowledge and had never done object oriented programming. This course taught me enough in 4 weeks that I am confident I can complete real projects. Instructors are very good.
1648,"Absolutely excellent. Great motivational projects, very accessible to a novice. Very useful resources and tips through-out and captivating lecturers. I will be enrolling in further courses by this team."
1649,"I can't image how much time and energy the instucters investigated into this course! It is amazing, full of contents and information. I really learnt a lot from this course. Thank you Joe, Scott, and John!"
1650,This is a great introduction class for game programming. It is very well organized. The teachers are humorous. It is a fun class to take. I am looking forward to take more of this kind of classes.
1651,"Class was honestly fantastic. One of the best I've taken on Coursera. The instructors are amazing and the pacing is perfect. If this is the future of teaching, we're all in for something special."
1652,"This was the best of the online courses I've tried so far. Interesting & funny videos, lots of practical exercises. I really recommend it to anyone wanting to start an adventure with programming!"
1653,"I liked this class, really fun Profs and fun assignments. You will learn object oriented concepts, graphics little bit, event driven programming and see the power of Python. I recommend this course."
1654,One of the best teaching techniques used. I would suggest them to make a part of this course where we use GUI modules etc on our systems rather than codesculptor and also make web based programs.
1655,"I think the chemistry of the teachers is unique. I enjoyed very much the course and i have made great progress

in programming. I want to thank the teachers for this course it was fun and useful."
1656,"An excellent beginners (but still challenging) course in Python.

The instructors are great and the course material is some of the best I have seen in the MOOC world.

More like this please!!"
1657,"Really excellent teaching. Very useful material. Instructors obviously care about teaching and love their subject. Unlike some other MOOCs, they monitored forums and responded to students' concerns."
1658,"This class has been amazing. It took some time and hard work, but I had absolutely no programming experience before I took this class. I can't believe how much I've learned and what I can do now."
1659,"A really good introduction class to Python!

Well taught and thought out with some really interesting projects.

I learnt a lot from this course and it has definitely gib=ven me the programming bug!"
1660,Had a very pleasant experience: learned howto program in Python and enjoyed doing so. Great professors and great explanations which give everybody a chance to learn. Just keep doing the homework.
1661,"I have taken a lot of MOOC's in the last year, this is one of the better ones out there. It's a shame it doesn't offer any certificate, even if it's of no real value I'd be proud to have it on wall."
1662,"Such great teachers. Took me from being completely ignorant to coding asteroids n a matter of weeks. Very enjoyable, challenging at times, great support forum. The way it should be done!"
1663,I just completed this course and I really enjoyed it. The instructors were great and the mini-projects a lot of fun. I would recommend anyone who want to learn programming to take this class.
1664,"The best course I've taken on Coursera so far. The instructors were amazing, the pedagogy was rock solid, and the end result is probably one of the best introductory programming courses ever."
1665,"I had no background in programming and although I felt overwhelmed at times, I loved the class. I feel I learned an amazing amount. It was well designed and the professors were top notch. Take it!"
1666,Extremely fun class with great professors who know how to keep both lectures and coding project entertaining! I would like to take courses from them again if there is ever one in the future.
1667,Taking this class was marvelous. Coursera environment is easy and good to learn and the instructors were very dedicated preparing this course and making it fun and a pleasant learning experience!
1668,"these guys have really showed me what being a programmer is about; the class is not just about learning the basics, it is more about implementing it in creating your own projects; highly recommended"
1669,"Very good course with interesting and challenging projects. It was also a good comeback to programming for me after long time of doing other things.

Thank you to all professors teaching this course"
1670,"Great course, it is the second online course that I have completed and It was very fun to go throught all the classes. All the topics are presented in a very clear and fun way. 100% recommended."
1671,"Great course. Lots of fun. Professors are great.You learn Python the easy way. At the end of the class you learn how to program and build some interesting games. I have learned a lot.

Thank you!!"
1672,"This was an excellent class. The instructors clearly put a lot of effort into the class and I am sure they learned a lot as well, which will make future classes from them even more powerful."
1673,I can really recommend this class to anyone that would like to learn about programming in Python! The instructors keeps it really interesting and it's exciting programs that you are building!
1674,"Frustrating yet wonderful mini-projects. It was hard work but I loved it; had several ""aha!"" moments. The professors said that we'd build an asteroids game by week 8 and sure enough we did."
1675,I'm not gonna repeat all things people have already said (you can read it yourself :) ) but just want to thanks Scott and Joe for their tremendous work and effort they have put in this class. THANKS.
1676,"Very enjoyable. The class is simple enough to be very accessible, but has scope to make projects as complex as you wish to be interesting. The projects are fun, but also teach the topics effectively."
1677,"Excellent online class! Instructors provide a very entertaining introduction to programming with python.

It can be difficult to keep up with the weekly assignments - but also very rewarding."
1678,Great course for programming beginners (or just python beginners). Teachers are clear at explanations and passes lot of basics and deep programming concepts with ease and without particular effort.
1679,excellent class. challenging and informative. does not require programming experience. if you have experience it is somewhat basic but gives a good overview of python if you are not familiar
1680,Excellent class. Instructors were thorough yet entertaining at times. I could hardly wait each week for the next week's material to be available. Each week built my confidence more and more.
1681,"This was a well paced, excellent course, can recommend it to anyone! This is good for true beginners, as well as people that can already program (the first 2-3 weeks are a bit easy for them)."
1682,"The course is elaborated in detail, it requires commitment from the student, but it brings a lot of satisfaction. Even if at first you do not know anything at all, after two months, you're an expert!"
1683,"The class was great and the instructors were great as well. An environment was set up, called Code Skulptor, that made it easy to learn the interactive development side of python programming."
1684,"Very helpful in learning python and basic programming concepts. Lectures, supporting examples and programming exercises extremely relevant and entertaining. It is clear the prof's really cared."
1685,It's a great course. Completed in small enough steps that most can cope with but at the same time sets enough challenge that one ca't get lazy and then forget what was learnt several weeks ago.
1686,"This is one of the best computing courses I have seen. It is thorough, challenging but above all enjoyable. It teaches python and fundamentals of coding, using computer games.

Highly recommended."
1687,"If you are interested in Python/how to code, don't miss this class! The vehicle is games, which works well and let the instructor's enthusiasm frame the course. The main instructors are superb!"
1688,"part one is really great for beginners
build games bring a lot of fun for learning this class
the codeskupter website is great
if you have some experience of python you can start with part two"
1689,"Informative and engaging class. Professors made learning this really fun and smooth between differing platforms (videos, quizzes, and mini-projects). Great way to get started learning Python"
1690,"Thank you Rice team for this journey, it was a great experience and truly learned a better understanding of programming and I really look forward to a follow up class.

best regards

Alexander Deca"
1691,"Great course to learn how to program with python! The pace of the course is great for all levels of students, and the instructors and community keep you engaged throughout the whole process."
1692,"A delightful course taught by delightful instructors. Fun, challenging, and rewarding. A 2-part course series takes you from text-based console games to graphic interface and interactivity."
1693,"An extremely thought-out course focused on games. Helpful video lectures, interactive assignments, discussion board with lots of folks around. Strongly recommended for those interested in python."
1694,"The coordinators are fun and dedicated. It is easy to get a sense of accomplishment. This course should be grate both for a novice programmer and a semi-advanced one, who never did graphics."
1695,"Just perfect!
All you need is in the course notes, docs, etc
Information arrangement perfect
Teaching, teachers and lecture videos great, what you need in concise way
Take it and make video games!"
1696,This course is the best coursera course I have ever taken. Really great for beginers and those who are interested in programming with Python. Joe and Scott are with out doubt great teachers.
1697,"This course was outstanding - simply put. Content, teaching and all aspects get 5 stars. The teacher personalities will make you look forward to the videos and everything taught extremely clearly."
1698,"Great course, very clear video lectures. Pace of the class is good and manageable. I highly recommend this class if you like to get some basics of programming or want to extend your knowlegde"
1699,"Professors, Joe and Scott, are awesome. They have an excellent team working in the background. I would strongly recommend this course to anyone who would want to get started with programming."
1700,"This was my first online course and I have to say: it was a great experience, I had a lot to think about, but also a good and healthy feeling of satisfaction when I finished the weekly projekt."
1701,"This course is excellent,through finishing games to teach the programming,it really make
me be interested in this course and learn a lot.Thank the teacher to provide such a wonderful course."
1702,"It is a great course for introduction in python as well as in programming. If you search for a class to start programming, or start programming in python, this is your class; learn and enjoy."
1703,"Great course, informative and entertaining at the same time. It includes plenty of practice exercises too, which I found really useful. I'm planning to continue with other Rice MOOCs. Thank you!"
1704,"Great course, informative and entertaining at the same time. It includes plenty of practice exercises too, which I found really useful. I'm planning to continue with other Rice MOOCs. Thank you!"
